"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,102.0097,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,102.1032,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,102.1968,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,102.1989,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,102.1749,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,102.1351,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,102.0575,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,101.9668,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,102.031,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,102.0956,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,102.1567,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,102.2007,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,102.277,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,102.2623,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,102.1489,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,102.0595,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,101.9765,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,101.8895,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,101.7821,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,101.7576,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,101.8963,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SVK","Slovak Republic","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,102.1083,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,100.9917,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,101.1435,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,101.2795,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,101.255,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,101.0804,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,100.8672,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,100.756,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,100.7246,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,100.6867,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,100.7319,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,100.8635,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,100.9928,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,101.0028,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,101.0617,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,101.0791,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,100.9598,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,100.7945,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,100.6146,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,100.3879,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,100.1988,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,100.0964,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,100.1279,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,100.2059,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ESP","Spain","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,100.1556,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,100.0638,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,99.89864,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,99.73016,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,99.75097,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,99.94639,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,100.0061,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,99.80374,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,99.57322,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,99.30137,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,99.09334,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,99.07327,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,99.15362,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,99.19018,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,99.07049,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,99.08224,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,99.12179,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,98.95237,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,98.77203,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,98.77555,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,98.82864,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,98.93683,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,98.95616,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,98.92374,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","SWE","Sweden","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,98.66711,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,100.7332,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,100.6553,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,100.5664,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,100.4883,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,100.4539,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,100.4865,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,100.5333,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,100.5194,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,100.3864,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,100.1924,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,100.0138,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,99.9085,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,99.8635,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,99.8644,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,99.9043,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,99.9468,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,99.9465,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,99.8662,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,99.7366,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","CHE","Switzerland","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,99.5903,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,99.37708,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,99.24303,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,99.15887,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,98.84792,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,97.82813,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,96.46771,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,95.60547,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,95.36025,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,95.26399,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,95.2579,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,95.38529,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,95.63633,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,95.69338,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,95.19514,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,94.93636,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,94.82143,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,94.83697,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,94.82531,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,95.02763,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,95.3197,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,95.38206,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,95.30781,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,95.16788,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","TUR","Turkey","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,95.11635,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,100.4539,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,100.5337,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,100.5605,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,100.6129,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,100.5605,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,100.4399,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,100.3096,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,100.1394,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,99.94045,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,99.75427,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,99.66985,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,99.66329,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,99.76484,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,99.91676,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,99.97093,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,99.99899,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,99.87513,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,99.84216,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,99.89268,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,100.0661,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,100.2661,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,100.3842,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,100.3807,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","GBR","United Kingdom","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,100.2651,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,101.4219,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,101.3396,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,101.284,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,101.2538,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,101.2646,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,101.3444,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,101.3274,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,101.2227,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,101.0595,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,100.8641,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,100.9159,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,101.1245,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,101.2776,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,101.3622,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,101.2734,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,101.0523,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,100.7673,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,100.7589,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,100.9329,,
