"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTEXVA01","Exports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.386687,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,2.056104,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.453815,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,9.612116,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,8.829738,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,2.63185,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,2.061217,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-6.016396,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-11.70983,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-11.46427,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,7.537297,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-2.135267,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.904676,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,5.114052,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","GPSA","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,2.491989,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.610522,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.526453,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,4.102266,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,3.675727,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,3.383656,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,5.234396,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-4.163743,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.6698697,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-3.502683,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,5.861092,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-6.242207,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-0.3379065,,
"XTEXVA01","Exports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,2.317822,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-2.142406,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.9598,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,2.406708,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,4.311473,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,2.033665,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,4.337241,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-3.252799,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-0.2797937,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.194495,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,5.57107,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-11.98342,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.1170545,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.7083175,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-0.05247342,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.799601,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.06423385,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.415658,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,4.02867,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.887202,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,3.994028,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-1.745571,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-0.5921143,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.1597533,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-1.054903,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-0.1969399,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-0.5629953,,
"XTEXVA01","Exports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.85118,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.609771,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.401655,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.7732943,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-0.0181593,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,5.477841,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,2.756408,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.273705,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,2.188279,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.2826878,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-2.065026,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.3051208,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-0.7362916,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-3.237464,,
"XTIMVA01","Imports in goods (value)","USA","United States","GPSA","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.761267,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.863539,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,21.47968,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,-2.531101,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-1.676791,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,-0.4825403,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,14.12243,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-7.001505,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,5.050888,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,3.300758,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-5.647475,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-3.874151,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.3318629,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-1.45449,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.9432424,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-0.527928,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,4.427356,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,-0.7781236,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,7.402655,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,3.213926,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,7.08425,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-1.149634,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,17.50592,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-8.436135,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-5.569913,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-0.9842904,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,11.00134,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-8.075867,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","GPSA","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,2.842813,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,2.238476,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,3.337887,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,1.048622,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,0.4705447,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,5.156444,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,9.24082,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-3.3046,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.4945264,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-1.591074,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.984606,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-3.148216,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.7901144,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.4493479,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-9.297461,"E","Estimated value"
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,6.651576,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,6.831917,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,-1.30119,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,2.836967,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,6.415806,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,8.473692,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,1.066182,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,2.963161,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-6.917074,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-0.4231314,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.5621123,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-0.4157457,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,2.897767,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","GPSA","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-6.979831,"E","Estimated value"
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,3.208568,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,6.595033,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,-1.629078,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,3.607907,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,5.173398,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,-0.2833233,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,5.305054,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-0.3068321,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-0.207081,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.519057,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-2.324871,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-2.669014,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,2.582868,,
"XTEXVA01","Exports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-9.218554,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,11.48008,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,6.565896,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,4.155751,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-3.147433,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,9.795816,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,3.16829,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,2.433022,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,5.699039,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-3.098001,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-4.347208,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,2.94196,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-7.022467,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-2.868593,,
"XTIMVA01","Imports in goods (value)","IND","India","GPSA","Percentage change from previous period","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.286781,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","GPSA","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,8.522949,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,3.678029,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","GPSA","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,1.342574,,
