"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,34.81812,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,36.35963,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,36.07671,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,38.74735,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,39.99266,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,42.82584,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,42.3335,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,49.74437,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,45.54786,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,43.01089,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,42.58754,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,47.27273,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,43.45505,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,44.6904,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2016-10","Oct-2016","USD","US Dollar","9","Billions",,,23.84614,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2016-11","Nov-2016","USD","US Dollar","9","Billions",,,21.25479,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2016-12","Dec-2016","USD","US Dollar","9","Billions",,,23.56345,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-01","Jan-2017","USD","US Dollar","9","Billions",,,22.9383,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-02","Feb-2017","USD","US Dollar","9","Billions",,,24.97001,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-03","Mar-2017","USD","US Dollar","9","Billions",,,25.28451,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-04","Apr-2017","USD","US Dollar","9","Billions",,,25.34127,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-05","May-2017","USD","US Dollar","9","Billions",,,23.43926,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-06","Jun-2017","USD","US Dollar","9","Billions",,,23.21991,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-07","Jul-2017","USD","US Dollar","9","Billions",,,23.03058,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-08","Aug-2017","USD","US Dollar","9","Billions",,,23.95972,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-09","Sep-2017","USD","US Dollar","9","Billions",,,27.60785,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-10","Oct-2017","USD","US Dollar","9","Billions",,,23.38729,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-11","Nov-2017","USD","US Dollar","9","Billions",,,27.82096,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-12","Dec-2017","USD","US Dollar","9","Billions",,,27.24917,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-01","Jan-2018","USD","US Dollar","9","Billions",,,26.07865,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-02","Feb-2018","USD","US Dollar","9","Billions",,,26.64425,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-03","Mar-2018","USD","US Dollar","9","Billions",,,25.51223,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-04","Apr-2018","USD","US Dollar","9","Billions",,,26.75781,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-05","May-2018","USD","US Dollar","9","Billions",,,28.20777,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-06","Jun-2018","USD","US Dollar","9","Billions",,,27.41996,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-07","Jul-2018","USD","US Dollar","9","Billions",,,26.67463,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-08","Aug-2018","USD","US Dollar","9","Billions",,,28.52672,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-09","Sep-2018","USD","US Dollar","9","Billions",,,26.9314,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-10","Oct-2018","USD","US Dollar","9","Billions",,,27.22934,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-11","Nov-2018","USD","US Dollar","9","Billions",,,27.50947,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-12","Dec-2018","USD","US Dollar","9","Billions",,,27.22386,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-01","Jan-2019","USD","US Dollar","9","Billions",,,27.10886,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-02","Feb-2019","USD","US Dollar","9","Billions",,,27.49514,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-03","Mar-2019","USD","US Dollar","9","Billions",,,28.60373,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-04","Apr-2019","USD","US Dollar","9","Billions",,,26.84556,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-05","May-2019","USD","US Dollar","9","Billions",,,29.13423,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-06","Jun-2019","USD","US Dollar","9","Billions",,,25.29347,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,27.12757,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,26.71182,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,25.26467,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,26.89697,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,27.44264,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,26.80761,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,26.66278,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,28.29326,,
"XTEXVA01","Exports in goods (value)","IND","India","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-03","Mar-2020","USD","US Dollar","9","Billions",,,18.71058,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,51.05891,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,58.39304,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,49.11911,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,52.35542,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,61.84313,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,68.3241,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,73.63927,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,77.15028,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,75.43336,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,69.37044,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,67.06312,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,63.20295,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,61.85605,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2016-10","Oct-2016","USD","US Dollar","9","Billions",,,33.06225,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2016-11","Nov-2016","USD","US Dollar","9","Billions",,,34.44582,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2016-12","Dec-2016","USD","US Dollar","9","Billions",,,33.57478,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-01","Jan-2017","USD","US Dollar","9","Billions",,,34.8469,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-02","Feb-2017","USD","US Dollar","9","Billions",,,35.2964,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-03","Mar-2017","USD","US Dollar","9","Billions",,,34.75442,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-04","Apr-2017","USD","US Dollar","9","Billions",,,35.10619,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-05","May-2017","USD","US Dollar","9","Billions",,,35.16225,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-06","Jun-2017","USD","US Dollar","9","Billions",,,34.35949,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-07","Jul-2017","USD","US Dollar","9","Billions",,,34.22813,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-08","Aug-2017","USD","US Dollar","9","Billions",,,34.19368,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-09","Sep-2017","USD","US Dollar","9","Billions",,,35.00645,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-10","Oct-2017","USD","US Dollar","9","Billions",,,34.99864,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-11","Nov-2017","USD","US Dollar","9","Billions",,,36.22919,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-12","Dec-2017","USD","US Dollar","9","Billions",,,36.51675,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-01","Jan-2018","USD","US Dollar","9","Billions",,,36.74709,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-02","Feb-2018","USD","US Dollar","9","Billions",,,37.18275,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-03","Mar-2018","USD","US Dollar","9","Billions",,,37.11369,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-04","Apr-2018","USD","US Dollar","9","Billions",,,37.92015,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-05","May-2018","USD","US Dollar","9","Billions",,,37.50174,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-06","Jun-2018","USD","US Dollar","9","Billions",,,38.89643,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-07","Jul-2018","USD","US Dollar","9","Billions",,,38.81709,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-08","Aug-2018","USD","US Dollar","9","Billions",,,38.31493,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-09","Sep-2018","USD","US Dollar","9","Billions",,,38.20141,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-10","Oct-2018","USD","US Dollar","9","Billions",,,38.16759,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-11","Nov-2018","USD","US Dollar","9","Billions",,,36.88989,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-12","Dec-2018","USD","US Dollar","9","Billions",,,35.11264,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-01","Jan-2019","USD","US Dollar","9","Billions",,,35.13188,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-02","Feb-2019","USD","US Dollar","9","Billions",,,35.72021,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-03","Mar-2019","USD","US Dollar","9","Billions",,,38.17241,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-04","Apr-2019","USD","US Dollar","9","Billions",,,37.51446,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-05","May-2019","USD","US Dollar","9","Billions",,,39.0483,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-06","Jun-2019","USD","US Dollar","9","Billions",,,37.69524,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,37.9979,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,37.49059,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,37.06649,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,36.97098,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,36.58364,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,37.59843,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,36.68155,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,36.72583,,
"XTEXVA01","Exports in goods (value)","CAN","Canada","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-03","Mar-2020","USD","US Dollar","9","Billions",,,33.11822,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2016-10","Oct-2016","USD","US Dollar","9","Billions",,,17.05615,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2016-11","Nov-2016","USD","US Dollar","9","Billions",,,16.74383,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2016-12","Dec-2016","USD","US Dollar","9","Billions",,,17.65555,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-01","Jan-2017","USD","US Dollar","9","Billions",,,17.44016,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-02","Feb-2017","USD","US Dollar","9","Billions",,,17.24959,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-03","Mar-2017","USD","US Dollar","9","Billions",,,18.02839,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-04","Apr-2017","USD","US Dollar","9","Billions",,,18.11453,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-05","May-2017","USD","US Dollar","9","Billions",,,19.87515,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-06","Jun-2017","USD","US Dollar","9","Billions",,,19.7958,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-07","Jul-2017","USD","US Dollar","9","Billions",,,21.00852,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-08","Aug-2017","USD","US Dollar","9","Billions",,,19.71171,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-09","Sep-2017","USD","US Dollar","9","Billions",,,22.16755,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-10","Oct-2017","USD","US Dollar","9","Billions",,,21.19245,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-11","Nov-2017","USD","US Dollar","9","Billions",,,20.5543,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2017-12","Dec-2017","USD","US Dollar","9","Billions",,,22.79615,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-01","Jan-2018","USD","US Dollar","9","Billions",,,23.49837,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-02","Feb-2018","USD","US Dollar","9","Billions",,,21.15761,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-03","Mar-2018","USD","US Dollar","9","Billions",,,21.21729,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-04","Apr-2018","USD","US Dollar","9","Billions",,,20.97222,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-05","May-2018","USD","US Dollar","9","Billions",,,21.11054,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-06","Jun-2018","USD","US Dollar","9","Billions",,,19.82731,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-07","Jul-2018","USD","US Dollar","9","Billions",,,19.42891,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-08","Aug-2018","USD","US Dollar","9","Billions",,,17.99388,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-09","Sep-2018","USD","US Dollar","9","Billions",,,17.23772,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-10","Oct-2018","USD","US Dollar","9","Billions",,,15.91036,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-11","Nov-2018","USD","US Dollar","9","Billions",,,15.97023,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2018-12","Dec-2018","USD","US Dollar","9","Billions",,,16.51349,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-01","Jan-2019","USD","US Dollar","9","Billions",,,17.05309,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-02","Feb-2019","USD","US Dollar","9","Billions",,,17.08417,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-03","Mar-2019","USD","US Dollar","9","Billions",,,17.90442,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-04","Apr-2019","USD","US Dollar","9","Billions",,,17.29778,,
"XTIMVA01","Imports in goods (value)","TUR","Turkey","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-05","May-2019","USD","US Dollar","9","Billions",,,16.84384,,
