"screen_name","content","mentions"
"@Infosec_Taylor","Oh intern is in school for Infosec! Time for an hour of personal training with our team on corporate infosec. 😂",""
"@Hakin9","Brutemap - Let's find someone's account https://t.co/EKRBXgjiQR \n\n#infosec #hacking #hackers #Pentesting… https://t.co/UBuC4PCykO",""
"@CyberSecOb","Criteria to consider when selecting a Remote Work &amp; WFH solution or service\nAvailable for download in Press Quality… https://t.co/STkJqp8nJp",""
"@KevinClarity","Empirical Asset Pricing via Machine Learning.... more info at https://t.co/N9jaCziWWx \n\n#Machinelearning… https://t.co/xUXMeLzaai",""
"@Infosec_Taylor","I really think we need to have an incident category that is ""intern doing intern things."" https://t.co/iEnLRaD3YZ",""
"@zebra3V1","@bbusa617 @Daniel81772198 @realDonaldTrump @BreitbartNews I am enjoying a few followers..CyberSecurity Technical fO… https://t.co/ThB0lLyGjF","@bbusa617|@Daniel81772198|@realDonaldTrump|@BreitbartNews"
"@azuread","There’s no single approach to #ZeroTrust! Join experts from #Microsoft and @avanade as we share how organizations h… https://t.co/6p1KC39BJ0","@avanade"
"@Infosec_Taylor","@StephandSec ""You know law let's you swear on any text? Not just the Christian Bible?"" https://t.co/6xcHZRcffU","@StephandSec"
"@ZDNet","Why old cybersecurity vulnerabilities are still a big problem https://t.co/edwoWJc5LO by @KarenRoby6","@KarenRoby6"
"@businessinsider","Trump's refusal to concede the election is creating an opening for cybercriminals to mount attacks on American comp… https://t.co/pd1103ZuDE",""
"@blueteamsec1","Manuka - A Modular OSINT Honeypot For Blue Teamers https://t.co/6GOP6W0Zwa #hacktool #kitploit #infosec https://t.co/DLqd8bfeU0",""
"@StaySafeOnline","Thank you to everyone who joined in and followed along with us today during the #CyberCareerChat! Happy… https://t.co/IS379xKrP0",""
"@aprilwright","Splunk is looking for a Penetration Tester (Remote US Available)!\n\n#infosecjobs #infosec #cybersecurity #jobs… https://t.co/RLaynAzlYH",""
"@Laughing_Mantis","Slowly setting up a streaming setup has been an experience but exciting.\n\nI will be streaming music creation, gamin… https://t.co/DnnLuWWT8x",""
"@dcuthbert","Are people still paying ransomware? https://t.co/SugKKM4DkJ",""
"@bender_higgins","Kim and team have been helping with my mission to secure open source.  Scorecards is the first step in creating a c… https://t.co/6yHiWCpacs",""
"@three_cube","Learn how Elliot does all those hacks in ""Mr Robot""\n\nMr. Robot Hacks, Nov. 17-19\n\nAlthough this is a fun course, it… https://t.co/VjwhQqRLzk",""
"@UpGuard","🎥 Last week, we sat down with @profcarroll @jennycohn1 @VickerySec to discuss insights into Cambridge Analytica, vo… https://t.co/aDTsaPTIGL","@profcarroll|@jennycohn1|@VickerySec"
"@vmvogel","Please encourage students to explore career opportunities in the #cybersecurity field by sharing these free resourc… https://t.co/VtAaMNoPik",""
"@digitalcloudgal","📌Join me and an amazing panel for a BrightTALK webinar on 11/12 at 8AM PST\n\nHear from some experts in the field of… https://t.co/IsIdItPGRT",""
"@HEISCouncil","@NISTGOV @StaySafeOnline A9: The @educause #InfoSec Guide has a chapter on Career &amp; Workforce Development. Understa… https://t.co/glPtrgkccI","@NISTGOV|@StaySafeOnline|@educause"
"@__miranduh__","Certified Ethical Hacker (CEH) study group starts this week! We’re setting up our home labs tonight! I’m so excited… https://t.co/54OWgBWskC",""
"@danieleliot","@StaySafeOnline @HEISCouncil A8: I'll be moderating a cybersecurity careers panel at the 2020 @TrendMicro Cybersecu… https://t.co/wXG3IHjknL","@StaySafeOnline|@HEISCouncil|@TrendMicro"
"@missiles_rock","@tracybeanz as a program developer with some InfoSec experience there are not glitches ... there are BUGS, FEATURES… https://t.co/M2SFj9R0ST","@tracybeanz"
"@StaySafeOnline","A8: In addition to this #CyberCareerChat @Twitter chat, we will be sharing and promoting information all week long.… https://t.co/FCxsyyZJXu","@Twitter"
"@vmvogel","@StaySafeOnline @HEISCouncil For #CyberCareerWeek, the @VantageTCG team is sharing resources on social media, encou… https://t.co/pPFNMTfDUB","@StaySafeOnline|@HEISCouncil|@VantageTCG"
"@BKinCT","@StaySafeOnline @HEISCouncil A8: We’re encouraging the #HigherEd #InfoSec community to share their education effort… https://t.co/TzoL4yJVCb","@StaySafeOnline|@HEISCouncil"
"@ARed_belka","Emerging from a week of election anxiety, I finally get to share my new (open access) article, published online in… https://t.co/wkqd4IFLRN",""
"@StaySafeOnline","Q8: We’d love to hear how your organization is celebrating Cybersecurity Career Awareness Week! Are you hosting an… https://t.co/ABJIb3ldFh",""
"@HEISCouncil","@StaySafeOnline A7: Here are some ways #HigherEd can play a strong role inspiring, educating, &amp; training the next g… https://t.co/BJUsRDZiKj","@StaySafeOnline"
"@HEISCouncil","Q7: The goal of Cybersecurity Career Awareness Week is to inspire, educate, and engage citizens to pursue careers i… https://t.co/VWfjLjgyLU",""
"@allianceblock","The #integrity and #security of our operations and services is a top priority, that’s why we partnered with the lea… https://t.co/17K0pRfVWE",""
"@vmvogel","#InfoSec professionals, like all IT pros, had to pivot quickly in a dynamic situation. Protecting IT systems &amp; data… https://t.co/xQsXXPjNoy",""
"@infosec_j","@TinkerSec when you crank up the difficulty on your physical pentest https://t.co/DLZjHlxGoa","@TinkerSec"
"@HEISCouncil","@StaySafeOnline A5: We love the collaborative nature of the #HigherEd #InfoSec community. @educause supports the gr… https://t.co/EvglMu2hwb","@StaySafeOnline|@educause"
"@HEISCouncil","Q5: Cybersecurity has something for everyone! Cyber professionals make a real word impact by developing unique solu… https://t.co/0qN3OXdSR9",""
"@ian_infosec","@magg_py @TheOnlyMike_E https://t.co/DKadI6O4po","@magg_py|@TheOnlyMike_E"
"@vmvogel","Fundamental skills for #Cybersecurity roles: Emotional intelligence, critical thinking, collaboration, ability to b… https://t.co/QlANpld755",""
"@Bank_Security","Ghimob Android Banking Trojan Malware is targeting Financial apps from Banks, Fintechs, Exchanges &amp; Cryptocurrencie… https://t.co/jWkFXvAyK5",""
"@StaySafeOnline","Q4: The field of cybersecurity is diverse, and requires a diverse talent pool. What skills outside of cyber are tra… https://t.co/nzaP1iOcc3",""
"@magg_py","This is a really vulnerable tweet, so plz be kind:\n\nGrowing up I thought I hated pizza. @ian_infosec &amp; I were never… https://t.co/ZwLxf2L5Ta","@ian_infosec"
"@NISTcyber","#NICEatNIST has a number of resources and tools that help demystify cybersecurity work roles and pathways.… https://t.co/jlsK2vLAZq",""
"@BKinCT","@HEISCouncil @StaySafeOnline Check out @Prof_Rege’s work @TU_CARE as a social scientist looking at the behavioral s… https://t.co/FxySsCcp7d","@HEISCouncil|@StaySafeOnline|@Prof_Rege|@TU_CARE"
"@vmvogel","I’ve met so many people in #Cybersecurity with degrees in the humanities &amp; social sciences or law. People with diff… https://t.co/woobCSUYJl",""
"@HEISCouncil","Q3: Because there are so many different careers in cybersecurity, there are also different career pathways. What ar… https://t.co/5wQh7MbQ4t",""
"@langnergroup","I always get confused when reading collateral from OT security vendors coz so many claim to be ""the global leader i… https://t.co/Z1AAlELgwc",""
"@Simastrix","@Comrade_Waluigi Cybersecurity: Edward Snowden","@Comrade_Waluigi"
"@USCERT_gov","Review this week’s #VulnerabilityBulletin at https://t.co/2fdh8XYtov to learn about the latest vulnerabilities affe… https://t.co/SAT0xOFrTK",""
"@StaySafeOnline","Q2: Cyber careers are in high demand. Many are surprised at the different career opportunities in cybersecurity. Wh… https://t.co/fYEiBvL5rr",""
"@DemopJ","""Capcom, the Japanese gaming giant behind the Street Fighter, Mega Man and Resident Evil franchises, has reported a… https://t.co/4ax0MwPmX0",""
"@BKinCT","So grateful to be part of the incredible #HigherEd #InfoSec, #Cybersecurity, &amp; IT pros community, sharing is caring… https://t.co/loUS2lm5dx",""
"@NISTcyber","Hi, we’re @NISTcyber! We implement practical #cybersecurity and privacy through education, outreach, and effective… https://t.co/D3Vh9Sr0dK","@NISTcyber"
"@vmvogel","Hi! So excited to join today’s #CyberCareerChat on behalf of @VantageTCG. I hope this discussion will inspire every… https://t.co/829Pz5U1bJ","@VantageTCG"
"@antgrasso","Leveraging Analytics and Automation for key Cyber Security domains.\n\n@Atos Cyber Security Strategy by @ZeinaZakhour… https://t.co/T5UeWb0Vxq","@Atos|@ZeinaZakhour"
"@SiemensUSA","As we think about using new digital technologies in industry and infrastructure, let’s also recognize the potential… https://t.co/oiTCKJ7Api",""
"@StaySafeOnline","Q1: Happy #CyberCareerChat! This week is all about inspiring and promoting awareness &amp; exploration of cybersecurity… https://t.co/PMboxWnjHQ",""
"@ekraal_","Do you wish to be part of the next generation #cybersecurity professional to build a technically skilled and cyber-… https://t.co/YVgWWAKwF6",""
"@JimLangevin","Great speaking to @politico's @ericgeller about #cybersecurity policy &amp; strategy in a Biden Admin. I’m hopeful Cong… https://t.co/bvMU6s6R0D","@politico|@ericgeller"
"@eric_capuano","Stoked to be teaching our first @Recon_InfoSec NDR Live Online course next week! It’s the largest NDR class we’ve e… https://t.co/LhPA9ritWL","@Recon_InfoSec"
"@EdisonBedoya21","@JoeBiden: ""los países que interfieren en las elecciones estadounidenses 'pagarán un precio''\n\nYa sabrá que el Urib… https://t.co/mgbHtCjhbv","@JoeBiden"
"@ekoparty","📢ATENCIÓN: Mañana a partir de las 18:00 ART \n@mattaereal ¡estará respondiendo preguntas en nuestro #Instagram! \n\nPo… https://t.co/MLR2nJVfAd","@mattaereal"
"@MaRSDD","Waterloo has become one of the most important cybersecurity regions in the world. Read the in-depth story by… https://t.co/XFn2SP9ooe",""
"@ARCYBER","CAN YOU HACK IT? Learn more at https://t.co/o3ZSM3ZOml @USArmy @DefenseDigital @US_CYBERCOM @DeptofDefense… https://t.co/nVXEbjRWo0","@USArmy|@DefenseDigital|@US_CYBERCOM|@DeptofDefense"
"@BleepinComputer","Laptop maker Compal hit by ransomware, $17 million demanded\nhttps://t.co/5bX40NSgp4",""
"@three_cube","Mr.Robot Hacks, Part 8: How Darlene Hacks the Car in Season 4 #carhacking #autohacking #cybersecurity #mrrobothacks… https://t.co/oFt0lN7RAN",""
"@JasonFossen","As I mentioned in my SANS keynote talk on the present state and future of PowerShell, Desired State Configuration (… https://t.co/dkpgmnT2Xb",""
"@Hakin9","How To Become a Hacker - We invited 13 specialists from cyber security and hacking fields to join this project. The… https://t.co/wdil6ilhML",""
"@AmaOwareF","Good news !\n\nCybersecurity Act passed by Parliament to promote and regulate activities in Ghana",""
"@Analytics_699","Low power #IoT device for Quantum encryption ▶️\n#Analytics #IoT #IIoT #IoTPL #AI #javascript #RStats #Reactjs… https://t.co/iT8I4RfU0c",""
"@avrohomg","5 tips to stay secure in a #WorkFromHome world\n\n#ad\n\n#CyberSecurity #patchmanagement\n\nhttps://t.co/o1NH9iEWIo… https://t.co/YKzmY5Wz7n",""
"@CiscoIoT","Calling all security experts: We are hosting an #IoT/OT #cybersecurity webinar Nov 24th covering what's new in the… https://t.co/phpelYSXeC",""
"@EP_Trade","New set of rules for exporting #dualuse products, such as cybersecurity tools, agreed informally with member states… https://t.co/1x1QR8rkAI",""
"@THT_Resmi","Öğrenmesini istediğin arkadaşını yorumlarda etiketlemeyi unutma!\n\n#cybersecurity #cyberpunk #network #google… https://t.co/mD2KuKd4sj",""
"@nehatarick","New blog another topic :)\n\nHope you all like it.\n\n@ticarpi @BsidesIslamabad \n\n#JWT #Pentesting #BugBounty #ctf… https://t.co/pv4xkQZnTC","@ticarpi|@BsidesIslamabad"
"@TechnoTats","One of the biggest gaps in #CyberSecurity is the #cyberWorkforce. We need to grow the pie, recruit more people, and… https://t.co/s126E4Ymlf",""
"@ambermac","How will 5G shape our future? This Tuesday, watch #NokiaRealTalk, a free live event:\n\nThe future of cybersecurity… https://t.co/H4nhqY7M5E",""
"@javutin","The importance of APIs in Security products is often ignored. A good API makes your product even better and us Secu… https://t.co/zGtvKnOg6q",""
"@CamilleEsq","It’s National #Cybersecurity Career Week! Join me as I support @nistcyber by sharing your story and experiences abo… https://t.co/zbBo5sxHUN","@nistcyber"
"@Alamo16KP_2013","Amazing thread! Please read!🚨Thread by @cain_nate: I've spent 23 years in cybersecurity/information security. The b… https://t.co/PTAu75QLvM","@cain_nate"
"@ShitSecure","WinPwn now checks all domain controllers of the current domain for zerologon - CVE-2020-1472 🥳\n\nSo easy to exploit… https://t.co/jY6QaNAKzr",""
"@blueteamsec1","Pesidious - Malware Mutation Using Reinforcement Learning And Generative Adversarial Networks… https://t.co/LKIpmyJBbo",""
"@infosec_art","@gabpintoo @lucianopotter O punhetaço? Não vejo porque prejudicaria 😂😂😂","@gabpintoo|@lucianopotter"
"@jonty","I filed an FOI request for all artwork used in the @UKParliament Guy Fawkes cybersecurity campaign and it  is even… https://t.co/ViFUZNMQeT","@UKParliament"
"@SEGreenhalgh","Calling BS!!! """"We've had over 100 cybersecurity researchers review the system, they haven't been able to get in th… https://t.co/YiyEjEixHE",""
"@appleinsider","Security researchers in China have secured a big payday, earning a total of $420,000 in rewards for finding vulnera… https://t.co/176zpIf5ss",""
"@CyberStatecraft","Approx. 80 congressional committees &amp; subcommittees claim jurisdiction over some dimension of cybersecurity policy.… https://t.co/yhPscAnayQ",""
"@NikolovScience","Russel Ramsland, a cybersecurity expert from Dallas TX showed an example of instantaneous vote switching in Kentuck… https://t.co/FNzWkaMxbk",""
"@0fjrm0","Pay2Key, una amenaza que cifra tu red en una hora https://t.co/F2Hgn2f4kV",""
"@kim_crawley","There is a lot that non-technical people can do to protect themselves on the internet. Humor and novelty are great… https://t.co/dkM9xLq2iH",""
"@danjconn","Snakes, Pirates, Kickass women, and Godfather references. Make sure you listen to this episode with the awesome… https://t.co/2TxyVFNeCB",""
"@ingliguori","The Evolution of Wireless Telecommunications: A Journey from 1G to #5G\nhttps://t.co/ytvilpMUOr by @stratorob via… https://t.co/RYXuL8l3sj","@stratorob"
"@techinsider","Thousands of non-tech cybersecurity jobs are open across the country – here's how to land one, according to top exp… https://t.co/9lbMA3nbwy",""
"@InfoSec_MH","@Cernovich Gaslighting happening right now on an epic scale.","@Cernovich"
"@desirevile","Why this operation? V/@manishindiatv cc:#TOI #gamedev #indiedev #socialmedia #cybersecurity #Manali @Nicochan33… https://t.co/JMuOXjHXnN","@manishindiatv|@Nicochan33"
"@ptracesecurity","Minimalistic Local Admin Bruteforcer (Windows Privilege Escalation)  https://t.co/7faSfGqnES  #WIndows #PowerShell… https://t.co/ew048dg0cw",""
"@cibercrimen","Toymaker Mattel golpeado por ataque de ransomware (Inglés) https://t.co/uPCkBMf8qE https://t.co/4NHDxzImC8",""
"@SecurityCurrent","Congratulations to the CISO Choice Awards 2020 Finalists!\nThanks to our leading Board of Judges and YL Ventures!… https://t.co/G9KPjsn3Lw",""
"@Webroot","The rise of chatbots, especially in #healthcare, present privacy concerns.\n\nExercise caution in conversations and u… https://t.co/yxdP7OL9Gy",""
"@sillydadddy","I got the solution ..thanks all \n\nhttps://t.co/TeDxionkqP",""
"@politico","A presidential election closely monitored for cyberattacks — but surprisingly free of them — reached an apparent co… https://t.co/hwDXlH0vur",""
